{'numeracySkill': 'M', 'studentId': 10, 'word': 'rf', 'packageName': 'Game', 'number': 9821, 'literacySkill': 'IUr', 'score': 77, 'deviceId': 10, 'letter': 'y', 'time': datetime.datetime(2015, 3, 30, 5, 20, 45, 75330), 'id': 10}
{'numeracySkill': 'uLJC', 'studentId': 110, 'word': 'qDMaEwfaI', 'packageName': 'Speech', 'number': 2720, 'literacySkill': 'BrwlY', 'score': 36, 'deviceId': 110, 'letter': 'B', 'time': datetime.datetime(2015, 8, 16, 10, 50, 12, 835758), 'id': 110}
{'numeracySkill': 'J', 'studentId': 111, 'word': 'GjrlntWq', 'packageName': 'Literacy', 'number': 3618, 'literacySkill': 'b', 'score': 48, 'deviceId': 111, 'letter': 'g', 'time': datetime.datetime(2014, 3, 24, 0, 27, 56, 422545), 'id': 111}
{'numeracySkill': 'LxD', 'studentId': 112, 'word': 'ZjBGqkqU', 'packageName': 'Speech', 'number': 4466, 'literacySkill': 'kb', 'score': 79, 'deviceId': 112, 'letter': 'g', 'time': datetime.datetime(2014, 8, 23, 20, 38, 50, 803547), 'id': 112}
{'numeracySkill': 'a', 'studentId': 113, 'word': 'fcSnHCMZ', 'packageName': 'Game', 'number': 2924, 'literacySkill': 'wax', 'score': 64, 'deviceId': 113, 'letter': 'E', 'time': datetime.datetime(2014, 5, 22, 11, 5, 1, 568327), 'id': 113}
{'numeracySkill': 'LMlMJ', 'studentId': 114, 'word': 'wdBCVnJQU', 'packageName': 'Speech', 'number': 3401, 'literacySkill': 'sx', 'score': 30, 'deviceId': 114, 'letter': 'r', 'time': datetime.datetime(2014, 7, 27, 17, 7, 4, 178080), 'id': 114}
{'numeracySkill': 'nq', 'studentId': 115, 'word': 'SN', 'packageName': 'Speech', 'number': 6369, 'literacySkill': 'yoSdk', 'score': 71, 'deviceId': 115, 'letter': 'p', 'time': datetime.datetime(2016, 2, 14, 14, 5, 37, 875422), 'id': 115}
{'numeracySkill': 'Vimp', 'studentId': 116, 'word': 'z', 'packageName': 'Speech', 'number': 4336, 'literacySkill': 'vsYk', 'score': 22, 'deviceId': 116, 'letter': 'F', 'time': datetime.datetime(2017, 4, 7, 8, 49, 19, 69831), 'id': 116}
{'numeracySkill': 'olHCG', 'studentId': 117, 'word': 'UigPPPlLm', 'packageName': 'Game', 'number': 9373, 'literacySkill': 'uM', 'score': 49, 'deviceId': 117, 'letter': 't', 'time': datetime.datetime(2015, 1, 23, 14, 6, 18, 436049), 'id': 117}
{'numeracySkill': 'fNisM', 'studentId': 118, 'word': 'HF', 'packageName': 'Game', 'number': 593, 'literacySkill': 'ccfe', 'score': 22, 'deviceId': 118, 'letter': 'b', 'time': datetime.datetime(2014, 10, 24, 8, 12, 11, 968570), 'id': 118}
{'numeracySkill': 'lBM', 'studentId': 119, 'word': 'DKfLSfN', 'packageName': 'Literacy', 'number': 348, 'literacySkill': 'Rohc', 'score': 40, 'deviceId': 119, 'letter': 'A', 'time': datetime.datetime(2017, 4, 22, 22, 3, 38, 923345), 'id': 119}
{'numeracySkill': 'e', 'studentId': 120, 'word': 'BnlTCHMZiT', 'packageName': 'Speech', 'number': 9248, 'literacySkill': 'z', 'score': 42, 'deviceId': 120, 'letter': 'r', 'time': datetime.datetime(2016, 4, 1, 3, 50, 11, 587488), 'id': 120}
{'numeracySkill': 'CoMb', 'studentId': 121, 'word': 'Uvz', 'packageName': 'Speech', 'number': 9994, 'literacySkill': 'DYVRL', 'score': 30, 'deviceId': 121, 'letter': 'b', 'time': datetime.datetime(2013, 12, 6, 7, 31, 47, 49763), 'id': 121}
{'numeracySkill': 'x', 'studentId': 122, 'word': 'OFBO', 'packageName': 'Game', 'number': 1154, 'literacySkill': 'w', 'score': 75, 'deviceId': 122, 'letter': 's', 'time': datetime.datetime(2015, 10, 22, 3, 16, 39, 899188), 'id': 122}
{'numeracySkill': 'V', 'studentId': 123, 'word': 'nAHaRhsik', 'packageName': 'Literacy', 'number': 1758, 'literacySkill': 'fls', 'score': 29, 'deviceId': 123, 'letter': 'b', 'time': datetime.datetime(2014, 1, 26, 19, 55, 15, 242022), 'id': 123}
{'numeracySkill': 'lKh', 'studentId': 124, 'word': 'mDdOlAwKJ', 'packageName': 'Game', 'number': 4945, 'literacySkill': 'Yr', 'score': 57, 'deviceId': 124, 'letter': 'Y', 'time': datetime.datetime(2016, 10, 31, 21, 34, 0, 11463), 'id': 124}
{'numeracySkill': 'QpkXX', 'studentId': 125, 'word': 'wQ', 'packageName': 'Speech', 'number': 2096, 'literacySkill': 'c', 'score': 69, 'deviceId': 125, 'letter': 'E', 'time': datetime.datetime(2016, 2, 29, 19, 1, 25, 668488), 'id': 125}
{'numeracySkill': 'MvcB', 'studentId': 126, 'word': 'VxygOVZ', 'packageName': 'Game', 'number': 3543, 'literacySkill': 'JRJzD', 'score': 55, 'deviceId': 126, 'letter': 'P', 'time': datetime.datetime(2015, 2, 28, 19, 49, 59, 16704), 'id': 126}
{'numeracySkill': 'nph', 'studentId': 127, 'word': 'tPddTrj', 'packageName': 'Literacy', 'number': 9013, 'literacySkill': 'QGT', 'score': 22, 'deviceId': 127, 'letter': 'C', 'time': datetime.datetime(2017, 1, 3, 13, 35, 50, 95115), 'id': 127}
{'numeracySkill': 'ZQUy', 'studentId': 128, 'word': 'wmC', 'packageName': 'Game', 'number': 7292, 'literacySkill': 'rGX', 'score': 31, 'deviceId': 128, 'letter': 'B', 'time': datetime.datetime(2014, 4, 20, 22, 51, 50, 472092), 'id': 128}
{'numeracySkill': 'ZaaVX', 'studentId': 129, 'word': 'UedcK', 'packageName': 'Literacy', 'number': 4519, 'literacySkill': 'Xt', 'score': 62, 'deviceId': 129, 'letter': 't', 'time': datetime.datetime(2016, 2, 26, 7, 28, 21, 885337), 'id': 129}
{'numeracySkill': 'cpPPJ', 'studentId': 130, 'word': 'gx', 'packageName': 'Literacy', 'number': 2597, 'literacySkill': 'NLnE', 'score': 34, 'deviceId': 130, 'letter': 'U', 'time': datetime.datetime(2014, 10, 19, 16, 14, 45, 164393), 'id': 130}
{'numeracySkill': 'BQ', 'studentId': 131, 'word': 'exgOLuICUm', 'packageName': 'Speech', 'number': 1715, 'literacySkill': 'lrcC', 'score': 60, 'deviceId': 131, 'letter': 'L', 'time': datetime.datetime(2014, 4, 18, 8, 21, 33, 352119), 'id': 131}
{'numeracySkill': 'Rdj', 'studentId': 132, 'word': 'buAxq', 'packageName': 'Game', 'number': 5, 'literacySkill': 'B', 'score': 35, 'deviceId': 132, 'letter': 'Y', 'time': datetime.datetime(2017, 5, 7, 3, 25, 17, 6041), 'id': 132}
{'numeracySkill': 'YQfl', 'studentId': 133, 'word': 'mYBcIBRNum', 'packageName': 'Speech', 'number': 764, 'literacySkill': 'w', 'score': 20, 'deviceId': 133, 'letter': 'y', 'time': datetime.datetime(2017, 2, 9, 15, 57, 39, 461783), 'id': 133}
{'numeracySkill': 'P', 'studentId': 134, 'word': 'TJlJa', 'packageName': 'Literacy', 'number': 2274, 'literacySkill': 'WNf', 'score': 82, 'deviceId': 134, 'letter': 'I', 'time': datetime.datetime(2014, 2, 9, 1, 24, 59, 2185), 'id': 134}
{'numeracySkill': 'EfUR', 'studentId': 135, 'word': 'rdDVxqvHF', 'packageName': 'Game', 'number': 1184, 'literacySkill': 'Q', 'score': 100, 'deviceId': 135, 'letter': 'k', 'time': datetime.datetime(2015, 12, 19, 6, 9, 12, 286256), 'id': 135}
{'numeracySkill': 'BoL', 'studentId': 136, 'word': 'QhebNO', 'packageName': 'Literacy', 'number': 7363, 'literacySkill': 'YczM', 'score': 88, 'deviceId': 136, 'letter': 'p', 'time': datetime.datetime(2015, 10, 22, 4, 14, 51, 542309), 'id': 136}
{'numeracySkill': 'YVYuE', 'studentId': 137, 'word': 'LxqGl', 'packageName': 'Literacy', 'number': 319, 'literacySkill': 'Bd', 'score': 79, 'deviceId': 137, 'letter': 'B', 'time': datetime.datetime(2015, 2, 27, 10, 33, 10, 772032), 'id': 137}
{'numeracySkill': 'X', 'studentId': 138, 'word': 'kVumj', 'packageName': 'Speech', 'number': 9857, 'literacySkill': 'Lr', 'score': 46, 'deviceId': 138, 'letter': 'G', 'time': datetime.datetime(2017, 3, 17, 5, 49, 10, 999699), 'id': 138}
{'numeracySkill': 'iCYh', 'studentId': 139, 'word': 'DGPGa', 'packageName': 'Literacy', 'number': 4850, 'literacySkill': 'b', 'score': 22, 'deviceId': 139, 'letter': 'i', 'time': datetime.datetime(2017, 4, 27, 17, 11, 40, 671972), 'id': 139}
{'numeracySkill': 'zek', 'studentId': 140, 'word': 'Xlhk', 'packageName': 'Game', 'number': 1059, 'literacySkill': 'drKal', 'score': 32, 'deviceId': 140, 'letter': 's', 'time': datetime.datetime(2014, 4, 25, 7, 18, 49, 66569), 'id': 140}
{'numeracySkill': 'n', 'studentId': 141, 'word': 'fJ', 'packageName': 'Literacy', 'number': 3886, 'literacySkill': 'pBMuC', 'score': 74, 'deviceId': 141, 'letter': 'H', 'time': datetime.datetime(2014, 6, 3, 22, 54, 53, 614209), 'id': 141}
{'numeracySkill': 'zJEo', 'studentId': 142, 'word': 'BSdjlh', 'packageName': 'Literacy', 'number': 8917, 'literacySkill': 'MT', 'score': 100, 'deviceId': 142, 'letter': 'h', 'time': datetime.datetime(2017, 3, 14, 18, 42, 6, 903015), 'id': 142}
{'numeracySkill': 'yfqKa', 'studentId': 143, 'word': 'ojiI', 'packageName': 'Speech', 'number': 4899, 'literacySkill': 'hG', 'score': 24, 'deviceId': 143, 'letter': 'T', 'time': datetime.datetime(2014, 2, 11, 2, 38, 2, 570246), 'id': 143}
{'numeracySkill': 'eneMf', 'studentId': 144, 'word': 'HczCL', 'packageName': 'Literacy', 'number': 9209, 'literacySkill': 'SypJ', 'score': 23, 'deviceId': 144, 'letter': 'V', 'time': datetime.datetime(2014, 5, 7, 10, 40, 6, 248290), 'id': 144}
{'numeracySkill': 'C', 'studentId': 145, 'word': 'YAZACRCq', 'packageName': 'Game', 'number': 5092, 'literacySkill': 'Fa', 'score': 83, 'deviceId': 145, 'letter': 'U', 'time': datetime.datetime(2013, 12, 19, 17, 24, 3, 863584), 'id': 145}
{'numeracySkill': 'iccE', 'studentId': 146, 'word': 'qJlRPVVk', 'packageName': 'Speech', 'number': 8215, 'literacySkill': 'dRPQg', 'score': 42, 'deviceId': 146, 'letter': 'V', 'time': datetime.datetime(2017, 2, 28, 11, 57, 21, 361423), 'id': 146}
{'numeracySkill': 'Cgwd', 'studentId': 147, 'word': 'D', 'packageName': 'Speech', 'number': 9110, 'literacySkill': 'rtT', 'score': 22, 'deviceId': 147, 'letter': 'M', 'time': datetime.datetime(2017, 4, 18, 11, 14, 5, 705815), 'id': 147}
{'numeracySkill': 'hL', 'studentId': 148, 'word': 'TPNAaUd', 'packageName': 'Game', 'number': 5664, 'literacySkill': 'Sixs', 'score': 77, 'deviceId': 148, 'letter': 'H', 'time': datetime.datetime(2013, 11, 27, 15, 11, 52, 194240), 'id': 148}
{'numeracySkill': 'WPX', 'studentId': 149, 'word': 'vhnTtfWMM', 'packageName': 'Game', 'number': 2803, 'literacySkill': 'gMg', 'score': 40, 'deviceId': 149, 'letter': 'l', 'time': datetime.datetime(2015, 4, 11, 14, 7, 54, 821124), 'id': 149}
{'numeracySkill': 'Y', 'studentId': 150, 'word': 'RaQpLFi', 'packageName': 'Speech', 'number': 615, 'literacySkill': 'Mvlq', 'score': 24, 'deviceId': 150, 'letter': 'S', 'time': datetime.datetime(2017, 2, 14, 17, 32, 9, 868030), 'id': 150}
{'numeracySkill': 'MKvc', 'studentId': 151, 'word': 'uBXHbBBvc', 'packageName': 'Speech', 'number': 882, 'literacySkill': 'oxLq', 'score': 99, 'deviceId': 151, 'letter': 'a', 'time': datetime.datetime(2015, 5, 10, 4, 49, 36, 443132), 'id': 151}
{'numeracySkill': 'AqqMw', 'studentId': 152, 'word': 'GGZlbYQ', 'packageName': 'Literacy', 'number': 6679, 'literacySkill': 'tDsQv', 'score': 87, 'deviceId': 152, 'letter': 'R', 'time': datetime.datetime(2015, 9, 2, 4, 14, 31, 271727), 'id': 152}
{'numeracySkill': 'CsnB', 'studentId': 153, 'word': 'fOhaAZ', 'packageName': 'Literacy', 'number': 6247, 'literacySkill': 'Kmak', 'score': 66, 'deviceId': 153, 'letter': 'i', 'time': datetime.datetime(2017, 3, 26, 14, 9, 6, 208844), 'id': 153}
{'numeracySkill': 'JDM', 'studentId': 154, 'word': 'oaUAc', 'packageName': 'Speech', 'number': 8511, 'literacySkill': 'KT', 'score': 70, 'deviceId': 154, 'letter': 'z', 'time': datetime.datetime(2017, 4, 1, 6, 49, 9, 192977), 'id': 154}
{'numeracySkill': 'uIgb', 'studentId': 155, 'word': 's', 'packageName': 'Speech', 'number': 5228, 'literacySkill': 'WKhLq', 'score': 51, 'deviceId': 155, 'letter': 'k', 'time': datetime.datetime(2016, 8, 18, 16, 16, 44, 660616), 'id': 155}
{'numeracySkill': 'B', 'studentId': 156, 'word': 'gUXTXl', 'packageName': 'Speech', 'number': 5841, 'literacySkill': 'Bwkrn', 'score': 26, 'deviceId': 156, 'letter': 'C', 'time': datetime.datetime(2015, 9, 11, 9, 18, 11, 45213), 'id': 156}
{'numeracySkill': 'E', 'studentId': 157, 'word': 'pOFxdm', 'packageName': 'Speech', 'number': 435, 'literacySkill': 'tKiD', 'score': 37, 'deviceId': 157, 'letter': 'o', 'time': datetime.datetime(2016, 3, 25, 4, 38, 43, 547143), 'id': 157}
{'numeracySkill': 'd', 'studentId': 158, 'word': 'rPP', 'packageName': 'Game', 'number': 6768, 'literacySkill': 'Gozl', 'score': 70, 'deviceId': 158, 'letter': 'l', 'time': datetime.datetime(2016, 1, 13, 14, 57, 37, 733689), 'id': 158}
{'numeracySkill': 'NsUz', 'studentId': 159, 'word': 'BTkAUOL', 'packageName': 'Speech', 'number': 888, 'literacySkill': 'MXZi', 'score': 70, 'deviceId': 159, 'letter': 's', 'time': datetime.datetime(2016, 6, 17, 23, 58, 8, 101040), 'id': 159}
{'numeracySkill': 'mp', 'studentId': 160, 'word': 'kCmEqPE', 'packageName': 'Literacy', 'number': 4824, 'literacySkill': 'JBoO', 'score': 86, 'deviceId': 160, 'letter': 'R', 'time': datetime.datetime(2016, 11, 13, 15, 49, 45, 494117), 'id': 160}
{'numeracySkill': 'qVd', 'studentId': 161, 'word': 'ExdshO', 'packageName': 'Game', 'number': 1994, 'literacySkill': 'PR', 'score': 29, 'deviceId': 161, 'letter': 'F', 'time': datetime.datetime(2017, 1, 19, 8, 28, 22, 377861), 'id': 161}
{'numeracySkill': 'jjldT', 'studentId': 162, 'word': 'F', 'packageName': 'Game', 'number': 3812, 'literacySkill': 'A', 'score': 83, 'deviceId': 162, 'letter': 'z', 'time': datetime.datetime(2016, 9, 6, 7, 8, 18, 954789), 'id': 162}
{'numeracySkill': 'Bu', 'studentId': 163, 'word': 'TvLkDsvRYf', 'packageName': 'Speech', 'number': 9078, 'literacySkill': 'bT', 'score': 40, 'deviceId': 163, 'letter': 'e', 'time': datetime.datetime(2016, 7, 5, 13, 28, 56, 182880), 'id': 163}
{'numeracySkill': 'pKVEs', 'studentId': 164, 'word': 'rz', 'packageName': 'Speech', 'number': 3910, 'literacySkill': 'DKda', 'score': 83, 'deviceId': 164, 'letter': 't', 'time': datetime.datetime(2015, 9, 26, 6, 25, 38, 777184), 'id': 164}
{'numeracySkill': 'JpKkJ', 'studentId': 165, 'word': 'JAjbGYY', 'packageName': 'Game', 'number': 6519, 'literacySkill': 'jS', 'score': 72, 'deviceId': 165, 'letter': 'H', 'time': datetime.datetime(2015, 2, 21, 1, 49, 49, 49575), 'id': 165}
{'numeracySkill': 'UkOy', 'studentId': 166, 'word': 'p', 'packageName': 'Literacy', 'number': 3810, 'literacySkill': 'a', 'score': 47, 'deviceId': 166, 'letter': 'e', 'time': datetime.datetime(2014, 8, 5, 17, 15, 5, 588599), 'id': 166}
{'numeracySkill': 'YWSdQ', 'studentId': 167, 'word': 'jH', 'packageName': 'Speech', 'number': 5185, 'literacySkill': 'UbWWW', 'score': 88, 'deviceId': 167, 'letter': 't', 'time': datetime.datetime(2015, 7, 4, 13, 57, 30, 690739), 'id': 167}
{'numeracySkill': 'vocB', 'studentId': 168, 'word': 'LZqvF', 'packageName': 'Game', 'number': 9418, 'literacySkill': 'MCnP', 'score': 59, 'deviceId': 168, 'letter': 'i', 'time': datetime.datetime(2016, 12, 26, 9, 36, 28, 60374), 'id': 168}
{'numeracySkill': 'pVsK', 'studentId': 169, 'word': 'WExHn', 'packageName': 'Speech', 'number': 1810, 'literacySkill': 'IDmr', 'score': 78, 'deviceId': 169, 'letter': 'Y', 'time': datetime.datetime(2016, 11, 29, 13, 45, 23, 532571), 'id': 169}
{'numeracySkill': 'KrfYZ', 'studentId': 170, 'word': 'D', 'packageName': 'Game', 'number': 5236, 'literacySkill': 'Xoe', 'score': 91, 'deviceId': 170, 'letter': 'R', 'time': datetime.datetime(2015, 11, 6, 2, 8, 51, 545492), 'id': 170}
{'numeracySkill': 'Ai', 'studentId': 171, 'word': 'WCuBrVUEvQ', 'packageName': 'Literacy', 'number': 790, 'literacySkill': 'y', 'score': 52, 'deviceId': 171, 'letter': 'E', 'time': datetime.datetime(2016, 4, 16, 11, 11, 0, 809232), 'id': 171}
{'numeracySkill': 'jTWjp', 'studentId': 172, 'word': 'wJcykjhx', 'packageName': 'Speech', 'number': 8275, 'literacySkill': 'l', 'score': 21, 'deviceId': 172, 'letter': 's', 'time': datetime.datetime(2017, 5, 5, 17, 25, 51, 207435), 'id': 172}
{'numeracySkill': 'fcTD', 'studentId': 173, 'word': 'nV', 'packageName': 'Speech', 'number': 195, 'literacySkill': 'I', 'score': 39, 'deviceId': 173, 'letter': 'g', 'time': datetime.datetime(2013, 12, 4, 2, 39, 44, 808561), 'id': 173}
{'numeracySkill': 'g', 'studentId': 174, 'word': 'y', 'packageName': 'Speech', 'number': 2000, 'literacySkill': 'zrHCa', 'score': 87, 'deviceId': 174, 'letter': 'a', 'time': datetime.datetime(2014, 1, 5, 2, 59, 53, 13586), 'id': 174}
{'numeracySkill': 'bKzy', 'studentId': 175, 'word': 'fe', 'packageName': 'Game', 'number': 7452, 'literacySkill': 'nCTQ', 'score': 38, 'deviceId': 175, 'letter': 'x', 'time': datetime.datetime(2016, 2, 3, 11, 42, 24, 358261), 'id': 175}
{'numeracySkill': 'MC', 'studentId': 176, 'word': 'Cndkn', 'packageName': 'Game', 'number': 8623, 'literacySkill': 'urqA', 'score': 93, 'deviceId': 176, 'letter': 'Q', 'time': datetime.datetime(2015, 8, 1, 21, 44, 46, 333034), 'id': 176}
{'numeracySkill': 'ivWZE', 'studentId': 177, 'word': 'jMTMkjF', 'packageName': 'Speech', 'number': 2379, 'literacySkill': 'S', 'score': 38, 'deviceId': 177, 'letter': 'B', 'time': datetime.datetime(2014, 4, 21, 6, 14, 51, 111492), 'id': 177}
{'numeracySkill': 'RRtAu', 'studentId': 178, 'word': 'HbhmjY', 'packageName': 'Speech', 'number': 9123, 'literacySkill': 'G', 'score': 50, 'deviceId': 178, 'letter': 'P', 'time': datetime.datetime(2016, 3, 28, 5, 38, 7, 142915), 'id': 178}
{'numeracySkill': 't', 'studentId': 179, 'word': 'Y', 'packageName': 'Speech', 'number': 6234, 'literacySkill': 'F', 'score': 55, 'deviceId': 179, 'letter': 'R', 'time': datetime.datetime(2016, 1, 1, 7, 6, 36, 150816), 'id': 179}
{'numeracySkill': 'DmDdr', 'studentId': 180, 'word': 'nlj', 'packageName': 'Literacy', 'number': 5096, 'literacySkill': 'hkzY', 'score': 98, 'deviceId': 180, 'letter': 'M', 'time': datetime.datetime(2017, 2, 12, 3, 13, 54, 885686), 'id': 180}
{'numeracySkill': 'y', 'studentId': 181, 'word': 'wATJG', 'packageName': 'Speech', 'number': 9788, 'literacySkill': 'qsz', 'score': 59, 'deviceId': 181, 'letter': 'Z', 'time': datetime.datetime(2014, 11, 1, 23, 42, 29, 510401), 'id': 181}
{'numeracySkill': 'rqyn', 'studentId': 182, 'word': 'CyxxlKSRHo', 'packageName': 'Game', 'number': 5654, 'literacySkill': 'YwTP', 'score': 70, 'deviceId': 182, 'letter': 's', 'time': datetime.datetime(2015, 9, 17, 10, 49, 48, 109938), 'id': 182}
{'numeracySkill': 'd', 'studentId': 183, 'word': 'vbYEZA', 'packageName': 'Game', 'number': 9269, 'literacySkill': 'Jf', 'score': 31, 'deviceId': 183, 'letter': 'x', 'time': datetime.datetime(2016, 8, 31, 0, 43, 40, 845122), 'id': 183}
{'numeracySkill': 'CsqU', 'studentId': 184, 'word': 'vWaNFg', 'packageName': 'Speech', 'number': 9747, 'literacySkill': 'tLy', 'score': 70, 'deviceId': 184, 'letter': 'w', 'time': datetime.datetime(2014, 5, 1, 8, 52, 52, 823256), 'id': 184}
{'numeracySkill': 'vfPfX', 'studentId': 185, 'word': 'JvQ', 'packageName': 'Game', 'number': 9690, 'literacySkill': 'F', 'score': 46, 'deviceId': 185, 'letter': 'v', 'time': datetime.datetime(2016, 6, 2, 2, 15, 58, 93990), 'id': 185}
{'numeracySkill': 'EHX', 'studentId': 186, 'word': 'DCmJ', 'packageName': 'Literacy', 'number': 3234, 'literacySkill': 'szzE', 'score': 72, 'deviceId': 186, 'letter': 'S', 'time': datetime.datetime(2014, 2, 12, 15, 38, 34, 331918), 'id': 186}
{'numeracySkill': 'EJWpQ', 'studentId': 187, 'word': 'zEc', 'packageName': 'Literacy', 'number': 2853, 'literacySkill': 'P', 'score': 85, 'deviceId': 187, 'letter': 'w', 'time': datetime.datetime(2014, 7, 18, 19, 41, 3, 530070), 'id': 187}
{'numeracySkill': 't', 'studentId': 188, 'word': 'JcyOsu', 'packageName': 'Literacy', 'number': 358, 'literacySkill': 'kqO', 'score': 26, 'deviceId': 188, 'letter': 'N', 'time': datetime.datetime(2015, 8, 15, 17, 11, 12, 848873), 'id': 188}
{'numeracySkill': 'CXejl', 'studentId': 189, 'word': 'mdqu', 'packageName': 'Literacy', 'number': 3462, 'literacySkill': 'UFl', 'score': 48, 'deviceId': 189, 'letter': 'b', 'time': datetime.datetime(2015, 2, 3, 3, 20, 18, 430246), 'id': 189}
{'numeracySkill': 'CPjG', 'studentId': 190, 'word': 'HviwRXPiFl', 'packageName': 'Speech', 'number': 2981, 'literacySkill': 'PRdjO', 'score': 47, 'deviceId': 190, 'letter': 'D', 'time': datetime.datetime(2017, 2, 17, 7, 32, 28, 222680), 'id': 190}
{'numeracySkill': 'clp', 'studentId': 191, 'word': 'dhVnd', 'packageName': 'Literacy', 'number': 7571, 'literacySkill': 'vyO', 'score': 74, 'deviceId': 191, 'letter': 'z', 'time': datetime.datetime(2016, 2, 7, 17, 35, 26, 973662), 'id': 191}
{'numeracySkill': 'Qlwe', 'studentId': 192, 'word': 'xyZTpHY', 'packageName': 'Game', 'number': 9312, 'literacySkill': 'ODoGy', 'score': 66, 'deviceId': 192, 'letter': 'o', 'time': datetime.datetime(2016, 4, 20, 23, 51, 39, 59903), 'id': 192}
{'numeracySkill': 'UOAeQ', 'studentId': 193, 'word': 'qB', 'packageName': 'Speech', 'number': 1823, 'literacySkill': 'SaI', 'score': 65, 'deviceId': 193, 'letter': 'O', 'time': datetime.datetime(2016, 8, 20, 11, 38, 1, 393552), 'id': 193}
{'numeracySkill': 'g', 'studentId': 194, 'word': 'aXHuqxVC', 'packageName': 'Literacy', 'number': 950, 'literacySkill': 'RdnRU', 'score': 41, 'deviceId': 194, 'letter': 'E', 'time': datetime.datetime(2014, 6, 22, 17, 52, 58, 741641), 'id': 194}
{'numeracySkill': 'gwAP', 'studentId': 195, 'word': 'YEek', 'packageName': 'Speech', 'number': 9338, 'literacySkill': 'xWmV', 'score': 71, 'deviceId': 195, 'letter': 'q', 'time': datetime.datetime(2017, 3, 10, 7, 23, 16, 267886), 'id': 195}
{'numeracySkill': 'C', 'studentId': 196, 'word': 'XRop', 'packageName': 'Literacy', 'number': 607, 'literacySkill': 'wJRg', 'score': 31, 'deviceId': 196, 'letter': 'D', 'time': datetime.datetime(2015, 6, 30, 2, 15, 49, 141969), 'id': 196}
{'numeracySkill': 'DSn', 'studentId': 197, 'word': 'CotQ', 'packageName': 'Speech', 'number': 4418, 'literacySkill': 'Zk', 'score': 50, 'deviceId': 197, 'letter': 'f', 'time': datetime.datetime(2016, 2, 17, 6, 54, 32, 683239), 'id': 197}
{'numeracySkill': 'hv', 'studentId': 198, 'word': 'QRokVlTdLk', 'packageName': 'Game', 'number': 5819, 'literacySkill': 'hidBA', 'score': 95, 'deviceId': 198, 'letter': 'O', 'time': datetime.datetime(2015, 4, 29, 10, 36, 19, 196879), 'id': 198}
